display_name,value_key
United Mine Workers of America Health & Retirement,united-mine-workers-of-america-health-and-retirement
United Security Life and Health Insurance Company,united-security-life-and-health-insurance-company
"United Skates of America, Inc.",united-skates-of-america-inc
United States Branch of the Sun Life Assurance Company of Canada,united-states-branch-of-the-sun-life-assurance-company-of-canada
United States Fire Insurance Company,united-states-fire-insurance-company
United Teachers Associates,united-teachers-associates
United of Omaha Life Insurance Company,united-of-omaha-life-insurance-company
UnitedHealthcare,unitedhealthcare
UnitedHealthcare Benefits Plan of California,unitedhealthcare-benefits-plan-of-california
"UnitedHealthcare Benefits of Texas, Inc.",unitedhealthcare-benefits-of-texas-inc
UnitedHealthcare Community Plan,unitedhealthcare-community-plan
"UnitedHealthcare Community Plan of Texas, L.L.C.",unitedhealthcare-community-plan-of-texas-l-l-c
"UnitedHealthcare Community Plan, Inc.",unitedhealthcare-community-plan-inc
UnitedHealthcare Freedom Insurance Company,unitedhealthcare-freedom-insurance-company
UnitedHealthcare Ins Co of Illinois,unitedhealthcare-ins-co-of-illinois
UnitedHealthcare Ins Co of New York,unitedhealthcare-ins-co-of-new-york
UnitedHealthcare Ins Co of Ohio,unitedhealthcare-ins-co-of-ohio
UnitedHealthcare Ins Co of River Valley,unitedhealthcare-ins-co-of-river-valley
UnitedHealthcare Insurance Company,unitedhealthcare-insurance-company
UnitedHealthcare Insurance Company of Illinois,unitedhealthcare-insurance-company-of-illinois
UnitedHealthcare Insurance Company of New York,unitedhealthcare-insurance-company-of-new-york
UnitedHealthcare Insurance Company of Ohio,unitedhealthcare-insurance-company-of-ohio
UnitedHealthcare Insurance Company of the River Va,unitedhealthcare-insurance-company-of-the-river-va
UnitedHealthcare Insurance Company of the River Valley,unitedhealthcare-insurance-company-of-the-river-valley
UnitedHealthcare Life Insurance Company,unitedhealthcare-life-insurance-company
"UnitedHealthcare Plan of the River Valley, Inc.",unitedhealthcare-plan-of-the-river-valley-inc
"UnitedHealthcare of Alabama, Inc",unitedhealthcare-of-alabama-inc
"UnitedHealthcare of Alabama, Inc.",unitedhealthcare-of-alabama-inc
"UnitedHealthcare of Arizona, Inc.",unitedhealthcare-of-arizona-inc
"UnitedHealthcare of Arkansas, Inc.",unitedhealthcare-of-arkansas-inc
"UnitedHealthcare of Colorado, Inc.",unitedhealthcare-of-colorado-inc
"UnitedHealthcare of Florida, Inc.",unitedhealthcare-of-florida-inc
"UnitedHealthcare of Georgia, Inc.",unitedhealthcare-of-georgia-inc
UnitedHealthcare of Illinois Inc,unitedhealthcare-of-illinois-inc
"UnitedHealthcare of Illinois, Inc.",unitedhealthcare-of-illinois-inc
"UnitedHealthcare of Kentucky, Ltd",unitedhealthcare-of-kentucky-ltd
"UnitedHealthcare of Kentucky, Ltd.",unitedhealthcare-of-kentucky-ltd
"UnitedHealthcare of Louisiana, Inc.",unitedhealthcare-of-louisiana-inc
"UnitedHealthcare of Mississippi, Inc.",unitedhealthcare-of-mississippi-inc
UnitedHealthcare of New England Inc.,unitedhealthcare-of-new-england-inc
"UnitedHealthcare of New England, Inc.",unitedhealthcare-of-new-england-inc
"UnitedHealthcare of New Mexico, Inc",unitedhealthcare-of-new-mexico-inc
"UnitedHealthcare of New York, Inc.",unitedhealthcare-of-new-york-inc
"UnitedHealthcare of North Carolina, Inc",unitedhealthcare-of-north-carolina-inc
"UnitedHealthcare of North Carolina, Inc.",unitedhealthcare-of-north-carolina-inc
"UnitedHealthcare of Ohio, Inc",unitedhealthcare-of-ohio-inc
"UnitedHealthcare of Ohio, Inc.",unitedhealthcare-of-ohio-inc
"UnitedHealthcare of Oklahoma, Inc.",unitedhealthcare-of-oklahoma-inc
"UnitedHealthcare of Oregon, Inc.",unitedhealthcare-of-oregon-inc
"UnitedHealthcare of Pennsylvania, Inc.",unitedhealthcare-of-pennsylvania-inc
"UnitedHealthcare of South Carolina, Inc.",unitedhealthcare-of-south-carolina-inc
"UnitedHealthcare of Tennessee, Inc.",unitedhealthcare-of-tennessee-inc
UnitedHealthcare of Texas,unitedhealthcare-of-texas
"UnitedHealthcare of Texas, Inc.",unitedhealthcare-of-texas-inc
"UnitedHealthcare of Utah, Inc.",unitedhealthcare-of-utah-inc
"UnitedHealthcare of Washington, Inc.",unitedhealthcare-of-washington-inc
"UnitedHealthcare of Wisconsin, Inc.",unitedhealthcare-of-wisconsin-inc
UnitedHealthcare of the Mid-Atlantic Inc,unitedhealthcare-of-the-mid-atlantic-inc
"UnitedHealthcare of the Mid-Atlantic, Inc.",unitedhealthcare-of-the-mid-atlantic-inc
"UnitedHealthcare of the Midlands, Inc.",unitedhealthcare-of-the-midlands-inc
"UnitedHealthcare of the Midwest, Inc.",unitedhealthcare-of-the-midwest-inc
UnityPoint Health PACE Senior Care,unitypoint-health-pace-senior-care
Univera Healthcare,univera-healthcare
"Universal Care, Inc.",universal-care-inc
University Health Alliance (UHA),university-health-alliance-uha
University Health Services,university-health-services
"University of Arizona Health Plans-University Healthcare, Inc.",university-of-arizona-health-plans-university-healthcare-inc
University of Michigan Health Insurance Company,university-of-michigan-health-insurance-company
University of Michigan Health Plan,university-of-michigan-health-plan
University of Utah Health Insurance Plans,university-of-utah-health-insurance-plans
Unum Insurance Company,unum-insurance-company
Upham's PACE,upham-s-pace
Upper Peninsula Health Plan (UPHP) MI Health Link,upper-peninsula-health-plan-uphp-mi-health-link
Upstate New York Engineers Health Plan,upstate-new-york-engineers-health-plan
"Urban Retail Properties, LLC",urban-retail-properties-llc
VDC Patch TEST Org,vdc-patch-test-org
VISTA Health Plan Inc.,vista-health-plan-inc
VIVA Health,viva-health
VIVA Medicare,viva-medicare
VNS Health Medicare,vns-health-medicare
"Vaagen Bros. Lumber, Inc.",vaagen-bros-lumber-inc
"Vail Rubber Works, Inc.",vail-rubber-works-inc
Valir PACE,valir-pace
Valley Baptist Insurance Company,valley-baptist-insurance-company
"Valmet, Inc.",valmet-inc
Valor Health Plan,valor-health-plan
"ValueOptions of California, Inc.",valueoptions-of-california-inc
Vanee Foods Company,vanee-foods-company
"Vantage Health Plan, Inc.",vantage-health-plan-inc
"Vaughan Foods, Inc.",vaughan-foods-inc
"Vaughan Transportation, Inc.",vaughan-transportation-inc
Verda Health Plan of Texas,verda-health-plan-of-texas
Vermont Blue Advantage,vermont-blue-advantage
Victory Packaging LP/GSC of CA,victory-packaging-lp-gsc-of-ca
VillageCareMAX,villagecaremax
VillageHealth,villagehealth
"Virginia Premier Health Plan, Inc.",virginia-premier-health-plan-inc
Vision Service Plan,vision-service-plan
"Vista Health Plan, Inc.",vista-health-plan-inc
"Von Maur, Inc.",von-maur-inc
"Vorys, Sater, Seymour and Pease LLP",vorys-sater-seymour-and-pease-llp
WEA Insurance Company,wea-insurance-company
"WELLCARE HEALTH PLANS OF KENTUCKY, INC",wellcare-health-plans-of-kentucky-inc
WESTERN GROCERS EMPLOYEE BENEFITS TRUST,western-grocers-employee-benefits-trust
WINhealth Partners,winhealth-partners
WMI Mutual Insurance Company,wmi-mutual-insurance-company
WPS Health Plan Inc,wps-health-plan-inc
"WPS Health Plan, Inc.",wps-health-plan-inc
WTS International Inc.,wts-international-inc
Walsh Construction Co.,walsh-construction-co
Warehousemen's Health & Welfare Fund,warehousemen-s-health-and-welfare-fund
Washington National Insurance Company,washington-national-insurance-company
Waters Technologies Corporation,waters-technologies-corporation
Weight Watchers Intl Inc.,weight-watchers-intl-inc
WelbeHealth,welbehealth
Welborn Health Plans,welborn-health-plans
WellAway Limited,wellaway-limited
"WellCare Health Insurance Company of Kentucky, Inc",wellcare-health-insurance-company-of-kentucky-inc
WellCare Health Insurance Company of New Hampshire Inc,wellcare-health-insurance-company-of-new-hampshire-inc
"WellCare Health Insurance Company of New Jersey, Inc.",wellcare-health-insurance-company-of-new-jersey-inc
"WellCare Health Insurance of Kentucky, Inc.",wellcare-health-insurance-of-kentucky-inc
WellCare of New York,wellcare-of-new-york
WellSense Health Plan,wellsense-health-plan
Wellcare,wellcare
Wellcare By Allwell,wellcare-by-allwell
Wellcare By Fidelis Care,wellcare-by-fidelis-care
Wellcare By Health Net,wellcare-by-health-net
Wellcare By Trillium,wellcare-by-trillium
Wellcare Prime by Absolute Total Care,wellcare-prime-by-absolute-total-care
Wellfleet Insurance Company,wellfleet-insurance-company
Wellfleet New York Insurance Company,wellfleet-new-york-insurance-company
Wellmark Advantage Health Plan,wellmark-advantage-health-plan
"Wellmark Health Plan of Iowa, Inc.",wellmark-health-plan-of-iowa-inc
Wellmark Inc.,wellmark-inc
"Wellmark Synergy Health, Inc.",wellmark-synergy-health-inc
"Wellmark Value Health Plan, Inc.",wellmark-value-health-plan-inc
Wellmark of South Dakota,wellmark-of-south-dakota
"Wellmark, Inc.",wellmark-inc
Wellpoint,wellpoint
Wellpoint Insurance Company,wellpoint-insurance-company
Wellpoint Life & Health Insurance Company,wellpoint-life-and-health-insurance-company
"Wellpoint Maryland, Inc.",wellpoint-maryland-inc
Wellpoint Washington Inc,wellpoint-washington-inc
West Coast Life Insurance Company,west-coast-life-insurance-company
West Penn Allegheny Health System,west-penn-allegheny-health-system
West Virginia Senior Advantage,west-virginia-senior-advantage
"Western Dental Services, Inc.",western-dental-services-inc
Western Health Advantage,western-health-advantage
"Western Sky Community Care, Inc.",western-sky-community-care-inc
Westminster School,westminster-school
"White Oak Management, Inc.",white-oak-management-inc
Whiting Oil and Gas Corporation,whiting-oil-and-gas-corporation
Wilbert Inc.,wilbert-inc
Wilkes University,wilkes-university
"Willamette Dental Insurance, Inc.",willamette-dental-insurance-inc
"Willamette Dental of Idaho, Inc.",willamette-dental-of-idaho-inc
"Willamette Dental of Washington, Inc.",willamette-dental-of-washington-inc
"William A. Hazel, Inc.",william-a-hazel-inc
William Penn Life Insurance Company,william-penn-life-insurance-company
Wilton Reassurance Company,wilton-reassurance-company
"WinStar Farm, LLC",winstar-farm-llc
Wisconsin Auto & Truck Dealers Insurance,wisconsin-auto-and-truck-dealers-insurance
Wisconsin Collaborative Insurance Company,wisconsin-collaborative-insurance-company
Wisconsin Physicians Services Insurance Corporation,wisconsin-physicians-services-insurance-corporation
Wisconsin Physicians Svc Insurance Corp,wisconsin-physicians-svc-insurance-corp
"Wolverine Health Plans, Inc.",wolverine-health-plans-inc
"Woodhouse Ford, Inc.",woodhouse-ford-inc
Woori America Bank,woori-america-bank
World Corp Insurance Company,world-corp-insurance-company
World Insurance Company,world-insurance-company
Wornick Foods,wornick-foods
Yucaipa-Calimesa Joint Unified School District,yucaipa-calimesa-joint-unified-school-district
ZOOM Care Health Insurance,zoom-care-health-insurance
Zeneca Inc.,zeneca-inc
Zing Health,zing-health
"Zing Health, Inc.",zing-health-inc
ascot enterprises inc,ascot-enterprises-inc
b.well Health Insurance Company of Texas,b-well-health-insurance-company-of-texas
eternalHealth,eternalhealth
"eternalHealth, Inc.",eternalhealth-inc
exp US Services Inc,exp-us-services-inc
iCare,icare
"iCircle Services of the Finger Lakes, Inc",icircle-services-of-the-finger-lakes-inc
"iHeart Media, Inc.",iheart-media-inc
lutheran medical center,lutheran-medical-center
myPlace PACE,myplace-pace
"nHealth, Inc.",nhealth-inc
www.cscpace.org,www-cscpace-org
