display_name,category,parent_brand,value_key,payer_id,notes
TexHealth El Paso,Commercial,,texhealth-el-paso,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Texas Guaranteed Student Loan Corporation,Commercial,,texas-guaranteed-student-loan-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Texas Health + Aetna Health Insurance Company,Commercial,Aetna,texas-health-aetna-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Texas Health + Aetna Health Plan Inc.,Commercial,Aetna,texas-health-aetna-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Texas Independence Health Plan,Medicare Advantage,,texas-independence-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Basics at Jan Werner,Medicare Advantage,,the-basics-at-jan-werner,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Benefit Group, Inc.",Commercial,,the-benefit-group-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Berry Company, LLC",Commercial,,the-berry-company-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Chesapeake Life Insurance Company,Commercial,,the-chesapeake-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Children's Clinic,Commercial,,the-children-s-clinic,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Children's Hospital Corporation,Commercial,,the-children-s-hospital-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Cincinnati Life Insurance Company,Commercial,,the-cincinnati-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Dental Concern Inc,Commercial,,the-dental-concern-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Dispatch Printing Company,Commercial,,the-dispatch-printing-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The EPIC Life Insurance Company,Commercial,,the-epic-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Finish Line, Inc.",Commercial,,the-finish-line-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Goodyear Tire & Rubber Company,Commercial,,the-goodyear-tire-and-rubber-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Guardian Life Insurance Company,Commercial,,the-guardian-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Guardian Life Insurance Company of America,Commercial,,the-guardian-life-insurance-company-of-america,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Health Plan,Medicare Advantage,,the-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Health Plan of West Virginia, Inc.",Commercial,,the-health-plan-of-west-virginia-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Horton Fruit Company,Commercial,,the-horton-fruit-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Lincoln National Life Insurance Company,Commercial,,the-lincoln-national-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The MEGA Life and Health Insurance Company,Commercial,,the-mega-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Ohio National Life Insurance Company,Commercial,,the-ohio-national-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Ohio State Life Insurance Company,Commercial,,the-ohio-state-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Options Clearing Corporation,Commercial,,the-options-clearing-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Pennsylvania Dental Corporation dba Delta Dental of Pennsylvania,Commercial,,the-pennsylvania-dental-corporation-dba-delta-dental-of-pennsylvania,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Peoples Bank, Biloxi, Mississippi",Commercial,,the-peoples-bank-biloxi-mississippi,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Prudential Insurance Company of America,Commercial,,the-prudential-insurance-company-of-america,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Queen's Health Systems,Commercial,,the-queen-s-health-systems,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The S/L/A/M Collaborative, Inc.",Commercial,,the-s-l-a-m-collaborative-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Standard Life Insurance Company of New York,Commercial,,the-standard-life-insurance-company-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Toro Company,Commercial,,the-toro-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Union Labor Life Insurance Company,Commercial,,the-union-labor-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The United States Life Ins. Co. in the City of New York,Commercial,,the-united-states-life-ins-co-in-the-city-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
The Vermont Health Plan,Commercial,,the-vermont-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"The Vermont Health Plan, LLC",Commercial,,the-vermont-health-plan-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Third National Bank,Commercial,,third-national-bank,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Thirty-One Gifts, LLC",Commercial,,thirty-one-gifts-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Thome PACE,Medicare Advantage,,thome-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Thompson Construction Group,Commercial,,thompson-construction-group,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Thrivent Financial for Lutherans,Commercial,,thrivent-financial-for-lutherans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Time Insurance Company,Commercial,,time-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tokio Marine Pacific Insurance Limited,Commercial,,tokio-marine-pacific-insurance-limited,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Toledo Electrical Welfare Fund,Commercial,,toledo-electrical-welfare-fund,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Total Health Care USA, Inc.",Commercial,,total-health-care-usa-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Total Health Care, Inc.",Commercial,,total-health-care-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Total Life Healthcare,Medicare Advantage,,total-life-healthcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Total Senior Care, Inc.",Medicare Advantage,,total-senior-care-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
TransAmerica Premier Life Insurance,Commercial,,transamerica-premier-life-insurance,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Transamerica Financial Life Insurance Company,Commercial,,transamerica-financial-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Transamerica Life Insurance Company,Commercial,,transamerica-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Trex Company, Inc",Commercial,,trex-company-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
TriVentures Inc,Commercial,,triventures-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tribute Health Plans,Medicare Advantage,,tribute-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trillium Community Health Plan,Commercial,,trillium-community-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Trilogy Health Insurance, Inc.",Commercial,,trilogy-health-insurance-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trimble Navigation Limited,Commercial,,trimble-navigation-limited,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health,Commercial,,trinity-health,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health LIFE New Jersey,Medicare Advantage,,trinity-health-life-new-jersey,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health PACE of Alexandria,Medicare Advantage,,trinity-health-pace-of-alexandria,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health PACE of Montgomery County,Medicare Advantage,,trinity-health-pace-of-montgomery-county,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health PACE of Pensacola,Medicare Advantage,,trinity-health-pace-of-pensacola,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health Plan New York,Medicare Advantage,,trinity-health-plan-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trinity Health Plan of Michigan,Medicare Advantage,,trinity-health-plan-of-michigan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Triple S Advantage,Medicare Advantage,,triple-s-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Triple-S Advantage,Medicare Advantage,,triple-s-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Triple-S Salud Inc.,Commercial,,triple-s-salud-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Troy Construction, LLC",Commercial,,troy-construction-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Troy Medicare,Medicare Advantage,Medicare,troy-medicare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"True Health New Mexico, Inc.",Commercial,,true-health-new-mexico-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"True Textiles, Inc",Commercial,,true-textiles-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Truitt Bros., Inc.",Commercial,,truitt-bros-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trustmark Insurance Company,Commercial,,trustmark-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Trustmark Life Insurance Company,Commercial,,trustmark-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tufts Associated Health Maintenance Org,Commercial,Tufts Health Plan,tufts-associated-health-maintenance-org,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Tufts Associated Health Maintenance Organization, Inc.",Commercial,Tufts Health Plan,tufts-associated-health-maintenance-organization-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tufts Health Plan,Medicare Advantage,Tufts Health Plan,tufts-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tufts Health Public Plans Inc.,Commercial,Tufts Health Plan,tufts-health-public-plans-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Tufts Insurance Company,Commercial,Tufts Health Plan,tufts-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Twin City Pipe Trades Welfare Plan,Commercial,,twin-city-pipe-trades-welfare-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"U.S. Behavioral Health Plan, CA",Commercial,,u-s-behavioral-health-plan-ca,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCLA Health Medicare Advantage Plan,Medicare Advantage,,ucla-health-medicare-advantage-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCare,Medicare Advantage,,ucare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCare Health Inc.,Commercial,,ucare-health-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCare Iowa,Commercial,,ucare-iowa,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCare Minnesota,Commercial,,ucare-minnesota,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UCare's MSHO,Medicare Advantage,,ucare-s-msho,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UHC New England Inc.,Commercial,UnitedHealthcare,uhc-new-england-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UHC of California,Commercial,UnitedHealthcare,uhc-of-california,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UNICARE Health Ins. Co. of the Midwest,Commercial,,unicare-health-ins-co-of-the-midwest,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UNICARE Health Insurance Company of the Midwest,Commercial,,unicare-health-insurance-company-of-the-midwest,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UNICARE Health Plans of Texas, Inc.",Commercial,,unicare-health-plans-of-texas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UNICARE Health Plans of the Midwest, Inc",Commercial,,unicare-health-plans-of-the-midwest-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UNICARE Health Plans of the Midwest, Inc.",Commercial,,unicare-health-plans-of-the-midwest-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UNICARE Life & Health Insurance Company,Commercial,,unicare-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UNITED MEDICAL MANAGEMENT,Commercial,,united-medical-management,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UPMC Health Benefits, Inc.",Commercial,UPMC Health Plan,upmc-health-benefits-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UPMC Health Coverage, Inc.",Commercial,UPMC Health Plan,upmc-health-coverage-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UPMC Health Network, Inc.",Commercial,UPMC Health Plan,upmc-health-network-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UPMC Health Options, Inc.",Commercial,UPMC Health Plan,upmc-health-options-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UPMC Health Plan,Medicare Advantage,UPMC Health Plan,upmc-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UPMC Health Plan, Inc.",Commercial,UPMC Health Plan,upmc-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UPMC Welfare Benefits Plan,Commercial,UPMC Health Plan,upmc-welfare-benefits-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UPMC Work Alliance,Commercial,UPMC Health Plan,upmc-work-alliance,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UPMC for Life,Medicare Advantage,UPMC Health Plan,upmc-for-life,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UPMC for Life Complete Care,Medicare Advantage,UPMC Health Plan,upmc-for-life-complete-care,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
US Health and Life Insurance Company,Commercial,,us-health-and-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"USAble HMO, Inc.",Commercial,,usable-hmo-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
USAble Life,Commercial,,usable-life,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
USAble Mutual Insurance Company,Commercial,,usable-mutual-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
USD 512 Shawnee Mission School District,Commercial,,usd-512-shawnee-mission-school-district,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UTMB,Commercial,,utmb,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UVa Darden School Foundation,Commercial,,uva-darden-school-foundation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Ullico Casualty Company,Commercial,,ullico-casualty-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Ultimate Health Plans,Medicare Advantage,,ultimate-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Unified Life Insurance Company,Commercial,,unified-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Uniformed Firefighters Association,Commercial,,uniformed-firefighters-association,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Unimerica Insurance Company,Commercial,,unimerica-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Bankers Insurance Company,Commercial,,union-bankers-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Fidelity Life Insurance Company,Commercial,,union-fidelity-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Union Health Service, Inc.",Commercial,,union-health-service-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Union Health Service, Inc.",Medicare Advantage,,union-health-service-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Labor Life Insurance Company,Commercial,,union-labor-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Pacific Railroad Employes Health Systems,Commercial,,union-pacific-railroad-employes-health-systems,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Security Insurance Company,Commercial,,union-security-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Union Security Life Insurance Company of New York,Commercial,,union-security-life-insurance-company-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Agricultural Benefit Trust,Commercial,,united-agricultural-benefit-trust,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United American Insurance Co,Commercial,,united-american-insurance-co,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Concordia Dental Corporation of Alabama,Commercial,,united-concordia-dental-corporation-of-alabama,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"United Concordia Dental Plans of California, Inc.",Commercial,,united-concordia-dental-plans-of-california-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"United Concordia Dental Plans of Pennsylvania, Inc.",Commercial,,united-concordia-dental-plans-of-pennsylvania-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"United Concordia Dental Plans of Texas, Inc.",Commercial,,united-concordia-dental-plans-of-texas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"United Concordia Dental Plans, Inc.",Commercial,,united-concordia-dental-plans-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Concordia Insurance Company,Commercial,,united-concordia-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Concordia Life and Health Insurance Company,Commercial,,united-concordia-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Dairy Inc,Commercial,,united-dairy-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Food and Commercial Workers Union Local 227,Commercial,,united-food-and-commercial-workers-union-local-227,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United HealthCare Insurance Company,Commercial,UnitedHealthcare,united-healthcare-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Healthcare,Commercial,UnitedHealthcare,united-healthcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Mine Workers of America Health & Retirement,Medicare Advantage,,united-mine-workers-of-america-health-and-retirement,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Security Life and Health Insurance Company,Commercial,,united-security-life-and-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"United Skates of America, Inc.",Commercial,,united-skates-of-america-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United States Branch of the Sun Life Assurance Company of Canada,Commercial,,united-states-branch-of-the-sun-life-assurance-company-of-canada,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United States Fire Insurance Company,Commercial,,united-states-fire-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United Teachers Associates,Commercial,,united-teachers-associates,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
United of Omaha Life Insurance Company,Commercial,,united-of-omaha-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare,Medicare Advantage,UnitedHealthcare,unitedhealthcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Benefits Plan of California,Commercial,UnitedHealthcare,unitedhealthcare-benefits-plan-of-california,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare Benefits of Texas, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-benefits-of-texas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Community Plan,Medicare Advantage,UnitedHealthcare,unitedhealthcare-community-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare Community Plan of Texas, L.L.C.",Commercial,UnitedHealthcare,unitedhealthcare-community-plan-of-texas-l-l-c,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare Community Plan, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-community-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Freedom Insurance Company,Commercial,UnitedHealthcare,unitedhealthcare-freedom-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Ins Co of Illinois,Commercial,UnitedHealthcare,unitedhealthcare-ins-co-of-illinois,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Ins Co of New York,Commercial,UnitedHealthcare,unitedhealthcare-ins-co-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Ins Co of Ohio,Commercial,UnitedHealthcare,unitedhealthcare-ins-co-of-ohio,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Ins Co of River Valley,Commercial,UnitedHealthcare,unitedhealthcare-ins-co-of-river-valley,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company of Illinois,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company-of-illinois,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company of New York,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company-of-new-york,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company of Ohio,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company-of-ohio,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company of the River Va,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company-of-the-river-va,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Insurance Company of the River Valley,Commercial,UnitedHealthcare,unitedhealthcare-insurance-company-of-the-river-valley,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare Life Insurance Company,Commercial,UnitedHealthcare,unitedhealthcare-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare Plan of the River Valley, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-plan-of-the-river-valley-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Alabama, Inc",Commercial,UnitedHealthcare,unitedhealthcare-of-alabama-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Alabama, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-alabama-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Arizona, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-arizona-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Arkansas, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-arkansas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Colorado, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-colorado-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Florida, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-florida-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Georgia, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-georgia-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare of Illinois Inc,Commercial,UnitedHealthcare,unitedhealthcare-of-illinois-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Illinois, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-illinois-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Kentucky, Ltd",Commercial,UnitedHealthcare,unitedhealthcare-of-kentucky-ltd,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Kentucky, Ltd.",Commercial,UnitedHealthcare,unitedhealthcare-of-kentucky-ltd,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Louisiana, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-louisiana-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Mississippi, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-mississippi-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare of New England Inc.,Commercial,UnitedHealthcare,unitedhealthcare-of-new-england-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of New England, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-new-england-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of New Mexico, Inc",Commercial,UnitedHealthcare,unitedhealthcare-of-new-mexico-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of New York, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-new-york-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of North Carolina, Inc",Commercial,UnitedHealthcare,unitedhealthcare-of-north-carolina-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of North Carolina, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-north-carolina-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Ohio, Inc",Commercial,UnitedHealthcare,unitedhealthcare-of-ohio-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Ohio, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-ohio-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Oklahoma, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-oklahoma-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Oregon, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-oregon-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Pennsylvania, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-pennsylvania-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of South Carolina, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-south-carolina-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Tennessee, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-tennessee-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare of Texas,Commercial,UnitedHealthcare,unitedhealthcare-of-texas,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Texas, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-texas-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Utah, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-utah-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Washington, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-washington-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"UnitedHealthcare of Wisconsin, Inc.",Commercial,UnitedHealthcare,unitedhealthcare-of-wisconsin-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
UnitedHealthcare of the Mid-Atlantic Inc,Commercial,UnitedHealthcare,unitedhealthcare-of-the-mid-atlantic-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
